0	0	1000928	481	1131080	578	1446968	510	1446968	510
0	0	1706792	457	1843256	566	2101480	508	2101480	508
0	0	2405912	444	2542456	562	2771048	513	2771048	513
0	0	3111320	451	3257672	575	3507760	525	3507760	525
0	0	3810392	477	3951936	597	4137768	556	4137768	556
0	0	4501296	495	4649368	616	4894504	568	4894504	568
0	0	5188808	522	5323616	634	5499648	598	5499648	598
0	0	5188808	522	5323616	634	5499648	598	5499648	598
0	0	5874792	540	6016184	652	6224880	610	6224880	610
0	0	5874792	540	6016184	652	6224880	610	6224880	610
0	0	6562112	555	6695392	663	6886032	626	6886032	626
0	0	7256160	567	7410776	678	7596392	640	7596392	640
0	0	7958344	576	8098200	681	8323568	639	8323568	639
0	0	8688784	574	8826880	680	9025744	641	9025744	641
0	0	9423640	569	9555128	676	9765624	632	9765624	632
0	0	10165632	560	10313712	670	10513208	627	10513208	627
0	0	10165632	560	10313712	670	10513208	627	10513208	627
0	0	10926672	540	11066776	651	11338456	595	11338456	595
0	0	11702072	523	11835264	639	12073816	594	12073816	594
0	0	12486616	514	12614936	636	12822216	592	12822216	592
0	0	13261072	513	13397616	635	13601976	592	13601976	592
0	0	14025000	515	14158320	637	14388608	590	14388608	590
0	0	14783320	522	14919864	642	15137080	599	15137080	599
0	0	15577944	523	15724312	650	15919936	609	15919936	609
0	0	16388496	532	16535016	659	16754104	620	16754104	620
0	0	16388496	532	16535016	659	16754104	620	16754104	620
0	0	17208184	538	17347952	661	17561672	622	17561672	622
0	0	18061552	530	18217736	657	18403528	619	18403528	619
0	0	18061552	530	18217736	657	18403528	619	18403528	619
0	0	18977888	512	19132416	653	19328160	616	19328160	616
0	0	19897432	513	20053704	647	20247720	608	20247720	608
0	0	20787352	511	20958384	642	21168856	602	21168856	602
0	0	21673760	512	21825000	644	22068424	606	22068424	606
0	0	21673760	512	21825000	644	22068424	606	22068424	606
0	0	22556920	519	22724736	647	22935224	611	22935224	611
0	0	23460136	515	23654160	642	23808744	607	23808744	607
0	0	24377640	504	24533936	631	24736416	597	24736416	597
0	0	25306824	493	25478056	620	25652672	585	25652672	585
0	0	25306824	493	25478056	620	25652672	585	25652672	585
0	0	26240088	479	26401592	599	26591192	563	26591192	563
0	0	26240088	479	26401592	599	26591192	563	26591192	563
0	0	27202088	458	27363424	583	27574008	550	27574008	550
0	0	28179104	442	28325408	566	28534192	533	28534192	533
0	0	29128216	437	29279496	561	29450512	532	29450512	532
0	0	30057672	451	30251688	580	30394776	554	30394776	554
0	0	30962096	487	31158104	607	31316112	581	31316112	581
0	0	31863904	512	32039936	625	32212624	595	32212624	595
0	0	31863904	512	32039936	625	32212624	595	32212624	595
0	0	32750496	519	32901880	626	33104528	594	33104528	594
0	0	33644072	516	33800336	626	34001112	595	34001112	595
0	0	34539096	519	34702056	632	34892792	599	34892792	599
0	0	35432360	516	35616560	632	35818920	594	35818920	594
0	0	36334000	512	36500112	631	36702504	598	36702504	598
0	0	37220608	511	37394888	632	37562664	598	37562664	598
0	0	38110208	510	38271360	633	38504840	596	38504840	596
0	0	38110208	510	38271360	633	38504840	596	38504840	596
0	0	38991848	510	39138472	632	39370568	594	39370568	594
0	0	39867480	504	40017112	628	40229232	591	40229232	591
0	0	40753640	503	40914736	631	41161640	586	41161640	586
0	0	40753640	503	40914736	631	41161640	586	41161640	586
0	0	41638480	500	41791408	627	41992080	590	41992080	590
0	0	42512032	499	42663272	634	42888600	596	42888600	596
0	0	43373920	512	43562952	641	43720752	608	43720752	608
0	0	43373920	512	43562952	641	43720752	608	43720752	608
0	0	44235576	525	44399960	652	44577544	622	44577544	622
0	0	45105440	528	45299504	656	45455640	623	45455640	623
0	0	46011480	526	46179152	651	46414256	609	46414256	609
0	0	46011480	526	46179152	651	46414256	609	46414256	609
0	0	46937256	514	47096720	639	47287368	602	47287368	602
0	0	47864520	502	48029000	628	48224720	591	48224720	591
0	0	48812208	479	48985060	611	49179560	575	49179560	575
0	0	49753288	464	49949160	594	50122016	556	50122016	556
0	0	50693448	443	50879472	574	51037464	544	51037464	544
0	0	51604888	451	51784080	571	51958720	545	51958720	545
0	0	51604888	451	51784080	571	51958720	545	51958720	545
